CE-CO,CE-PM10,julian_day,hour
5.818181818181801,73.47552447552425,157,18
5.433566433566417,72.97902097902076,157,19
5.153846153846138,72.19580419580397,157,20
5.020979020979006,71.22377622377601,157,21
4.909090909090894,70.65034965034943,157,22
4.923076923076908,69.80419580419559,157,23
4.846153846153832,68.79720279720259,158,0
4.846153846153832,67.81818181818161,158,1
4.832167832167817,66.64335664335644,158,2
4.853146853146838,66.0909090909089,158,3
5.097902097902082,65.65734265734245,158,4
5.573426573426556,65.04195804195784,158,5
6.272727272727254,64.85314685314665,158,6
7.251748251748229,64.95104895104876,158,7
8.47552447552445,65.02797202797183,158,8
9.755244755244725,65.26573426573407,158,9
10.916083916083883,65.46153846153827,158,10
11.874125874125838,65.47552447552428,158,11
12.40559440559437,65.30769230769211,158,12
12.40559440559437,65.26573426573407,158,13
11.811188811188776,65.47552447552428,158,14
10.741258741258708,65.44755244755225,158,15
9.496503496503468,65.47552447552428,158,16
8.160839160839135,65.45454545454525,158,17
6.909090909090887,65.72027972027952,158,18
5.9300699300699105,65.99300699300679,158,19
5.258741258741242,65.97902097902077,158,20
4.839160839160824,65.92307692307672,158,21
4.678321678321664,65.67132867132847,158,22
4.769230769230754,65.17482517482497,158,23
4.923076923076908,64.4895104895103,159,0
4.999999999999985,64.00699300699281,159,1
4.923076923076908,63.44055944055925,159,2
4.846153846153832,62.58041958041939,159,3
4.832167832167817,61.797202797202615,159,4
5.0069930069929915,60.76923076923058,159,5
5.328671328671312,59.65034965034947,159,6
5.755244755244737,58.30069930069912,159,7
6.2447552447552255,56.83916083916067,159,8
6.909090909090888,55.18181818181801,159,9
7.398601398601376,53.41258741258726,159,10
7.776223776223754,51.51048951048935,159,11
7.874125874125851,49.99300699300684,159,12
7.69230769230767,48.594405594405444,159,13
7.230769230769209,47.27972027972014,159,14
6.657342657342637,46.23076923076909,159,15
6.076923076923059,45.21678321678308,159,16
5.608391608391591,44.5314685314684,159,17
5.216783216783201,44.258741258741125,159,18
4.944055944055929,44.426573426573285,159,19
4.832167832167817,44.79020979020966,159,20
4.923076923076908,45.30769230769217,159,21
4.999999999999985,46.07692307692294,159,22
5.0769230769230616,47.0419580419579,159,23
4.937062937062922,48.069930069929924,160,0
4.825174825174811,48.8461538461537,160,1
4.66433566433565,49.349650349650204,160,2
4.454545454545441,49.699300699300544,160,3
4.412587412587399,50.20279720279705,160,4
4.650349650349636,50.84615384615369,160,5
5.111888111888096,51.720279720279564,160,6
5.741258741258724,52.97902097902082,160,7
6.482517482517462,54.503496503496336,160,8
7.3566433566433345,56.545454545454376,160,9
8.230769230769205,58.71328671328654,160,10
8.818181818181792,60.999999999999815,160,11
9.07692307692305,62.923076923076735,160,12
8.993006993006967,64.56643356643337,160,13
8.489510489510465,65.78321678321659,160,14
7.6573426573426335,66.77622377622357,160,15
6.923076923076902,67.71328671328651,160,16
6.251748251748232,68.22377622377601,160,17
5.762237762237744,68.20979020979001,160,18
5.405594405594388,67.7972027972026,160,19
5.363636363636346,67.2937062937061,160,20
5.776223776223759,67.0069930069928,160,21
6.242657342657324,66.61538461538441,160,22
6.682559864378026,66.50349650349631,160,23
7.007120152574678,66.62937062937043,161,0
7.12992462083369,66.95104895104875,161,1
7.117906336088133,67.59440559440539,161,2
6.529506856779563,68.5174825174823,161,3
6.504586322768121,69.38461538461517,161,4
6.791396482305552,70.02797202797181,161,5
7.243084188538711,70.17482517482496,161,6
7.957551539369696,69.93706293706272,161,7
8.878854478854452,69.6083916083914,161,8
10.041958041958011,69.18881118881097,161,9
10.899500499500467,68.37062937062916,161,10
11.452880452880418,67.95104895104875,161,11
11.611888111888078,67.93006993006972,161,12
11.238761238761207,68.06293706293685,161,13
10.44055944055941,68.58041958041937,161,14
9.104895104895077,69.23776223776203,161,15
8.24475524475522,69.60839160839139,161,16
7.34265734265732,70.26573426573405,161,17
6.405594405594385,70.83216783216761,161,18
5.762237762237744,71.49650349650328,161,19
5.265734265734249,71.83216783216761,161,20
5.0769230769230616,71.68531468531447,161,21
4.944055944055929,71.30069930069908,161,22
4.909090909090894,70.8111888111886,161,23
4.846153846153832,69.93006993006972,162,0
4.769230769230754,68.9999999999998,162,1
4.832167832167817,67.67132867132847,162,2
5.0069930069929915,66.25174825174805,162,3
5.251748251748236,64.81818181818161,162,4
5.678321678321661,63.50349650349631,162,5
6.230769230769212,62.06993006992988,162,6
6.853146853146832,60.678321678321495,162,7
7.566433566433544,59.013986013985836,162,8
